"city","state","shape"
"Arizona City","AZ","Triangle"
"Bethlehem","CT","Fireball"
"Canyon Lake","TX","Light"
"Orondo (Near)","WA","Fireball"
"Clatskanie","OR","Circle"
"Sunriver","OR","Cylinder"
"Sioux City","IA","Disk"
"Virginia Beach","VA","Fireball"
"Baltimore","MD","Teardrop"
"Baltimore","MD","Teardrop"
"Baltimore","MD","Oval"
"Denver","PA","Light"
"Frenchtown","NJ","Flash"
"Long Beach","NY","Oval"
"Milford","DE","Fireball"
"Scotch Plains","NJ","Cigar"
"Baltimore","MD","Sphere"
"Vienna","VA","Sphere"
"Henderson","NV","Changing"
"Riverside","PA","Light"
"Winfield","IL","Triangle"
"Sterling Heights","MI","Circle"
"Haltom City","TX","Light"
"Tomball","TX","Triangle"
"Keaau","HI","Circle"
"Orlando","FL","Sphere"
"Kenosha","WI","Other"
"East Dennis","MA","Sphere"
"Centralia","WA","Light"
"Mukwonago","WI","Light"
"Anacortes","WA","Triangle"
"Victoria","TX","Rectangle"
"Phoenix","AZ","Fireball"
"Long Beach","CA","Fireball"
"Boston","MA","Changing"
"Osage Beach","MO","Fireball"
"Erin","TN","Circle"
"Silver City","NM","Light"
"Grand Haven","MI","Light"
"Ankeny","IA","Formation"
"South Point","OH","Light"
"San Antonio","TX","Triangle"
"Fort Collins","CO","Sphere"
"Alexandria","VA","Disk"
"Teterboro","NJ","Circle"
"Fredericksburg","VA","Light"
"Ocean Isle Beach","NC","Formation"
"Eagle Pass","TX","Oval"
"Hatteras","NC","Formation"
"Wheeling","IL","Light"
"Nampa","ID","Triangle"
"Key Largo","FL","Chevron"
"Lakeview","OR","Sphere"
"Missoula","MT","Changing"
"Murray","UT","Chevron"
"Eaton Rapids","MI","Disk"
"Bayonne","NJ","Circle"
"Kihei","HI","Fireball"
"Simpsonville","SC","Cigar"
"Seattle","WA","Light"
"Roswell","GA","Fireball"
"Renton","WA","Oval"
"Goshen","IN","Fireball"
"Binghamton","NY","Fireball"
"New Bern","NC","Circle"
"Bowling Green","OH","Circle"
"Lyndhurst","NJ","Fireball"
"Issaquah","WA","Light"
"Hackettstown","NJ","Oval"
"Loxahatchee","FL","Fireball"
"Madison","CT","Fireball"
"Toledo","OH","Fireball"
"Deer Park","NY","Light"
"Panoche (Near; On I-5)","CA","Cone"
"Shelby","MI","Disk"
"Hastings","MN","Diamond"
"Voorheesville","NY","Circle"
"Pittsburgh","PA","Circle"
"Dyersville","IA","Circle"
"Grapeview","WA","Other"
"Mesa","AZ","Sphere"
"New York City (Bronx)","NY","Fireball"
"Medina","OH","Cylinder"
"Indian Trail","NC","Sphere"
"Madison","WI","Fireball"
"Asheville","NC","Light"
"Cayucos","CA","Fireball"
"Grenada","MS","Light"
"Las Vegas","NV","Light"
"Oak Harbor","OH","Changing"
"Hoffman Estates","IL","Fireball"
"Woonsocket","RI","Fireball"
"Fresno","CA","Light"
"Monrovia","CA","Light"
"Bangor","ME","Sphere"
"New Richmond","WI","Light"
"San Jose","CA","Fireball"
"Cedar Rapids","IA","Cylinder"
"Port Clinton","OH","Fireball"
"Boston","MA","Circle"
"High Island","TX","Light"
"Bristolville","OH","Disk"
"Newell","AR","Circle"
"Lahaina","HI","Chevron"
"Salt Lake City","UT","Light"
"Opp","AL","Circle"
"Sedona","AZ","Sphere"
"Nashua","NH","Rectangle"
"Knoxville","IL","Oval"
"Pottstown","PA","Triangle"
"Rochdale","MA","Sphere"
"Grants Pass (Murphy Area)","OR","Egg"
"Rogue River","OR","Light"
"Arcade","GA","Flash"
"Springbrook","WI","Light"
"Diamond Bar","CA","Circle"
"Santa Monica","CA","Triangle"
"Renton","WA","Formation"
"Chandler","AZ","Oval"
"Gilbert","AZ","Light"
"Gilbert","AZ","Light"
"Gilbert","AZ","Sphere"
"Indianapolis","IN","Flash"
"Tupper Lake","NY","Cigar"
"Shoreline","WA","Light"
"Tacoma","WA","Light"
"Trout Lake","WA","Formation"
"Colorado Springs","CO","Cylinder"
"Wheaton","IL","Circle"
"Ashtabula","OH","Cigar"
"Greenup","IL","Rectangle"
"Chesapeake","VA","Oval"
"Houston","TX","Cylinder"
"Keystone","CO","Light"
"Northumberland","PA","Disk"
"Keaau","HI","Disk"
"Hollywood","CA","Sphere"
"Austin","TX","Light"
"Littleton","CO","Disk"
"Hereford","AZ","Other"
"Seattle (South Of&#44 In Normandy Park)","WA","Cigar"
"Bloomfield","NY","Other"
"Ouray","CO","Other"
"Bloomfield Hills","MI","Cone"
"Apple Valley","MN","Sphere"
"Shade Gap","PA","Circle"
"Aurora","CO","Light"
"Roseville","MI","Formation"
"Flushing","NY","Light"
"Honolulu","HI","Flash"
"San Francisco","CA","Disk"
"Seattle","WA","Light"
"San Francisco","CA","Disk"
"Grovetown","GA","Light"
"Boston","MA","Disk"
"Fernandina Beach","FL","Egg"
"Oakdale","MN","Cigar"
"Brooklyn Center","MN","Disk"
"Burkes Garden","VA","Triangle"
"Fresno","CA","Triangle"
"San Francisco","CA","Egg"
"Oklahoma City","OK","Cigar"
"Sissonville","WV","Formation"
"Palm Springs","CA","Cylinder"
"Westfield","IN","Light"
"Ferris","TX","Light"
"O&#39Fallon","MO","Disk"
"Brooklyn Center","MN","Disk"
"New Douglas","IL","Sphere"
"Warren","OH","Light"
"Wilmington","NC","Fireball"
"Kissimmee","FL","Light"
"Baton Rouge","LA","Fireball"
"Flint","MI","Triangle"
"Canaan","ME","Sphere"
"Dayville","CT","Oval"
"Brockport","NY","Light"
"Rochester","NY","Circle"
"Orlando","FL","Changing"
"Canton","MA","Cigar"
"Hudson","WI","Light"
"Chicago","IL","Disk"
"Sudbury","MA","Sphere"
"Pawcatuck","CT","Light"
"Rockland","ME","Light"
"Des Moines","IA","Fireball"
"Westchester County","NY","Light"
"Pocatello","ID","Light"
"Austin","TX","Light"
"Davie","FL","Formation"
"Plantation","FL","Formation"
"Boise","ID","Other"
"Flourtown","PA","Flash"
"Albuquerque","NM","Other"
"Enfield","CT","Other"
"La Grande","OR","Sphere"
"Mccalla","AL","Changing"
"Salina","KS","Light"
"Raleigh","NC","Cone"
"Glen Rose","TX","Circle"
"Tampa","FL","Other"
"Columbus","WI","Light"
"Melbourne","FL","Light"
"Greensburg","IN","Triangle"
"Provo","UT","Disk"
"Dublin","IN","Sphere"
"Ontonagon","MI","Light"
"Round Rock","TX","Circle"
"Fairfield","VA","Flash"
"Asheville","NC","Changing"
"Willow Springs","IL","Other"
"Nacogdoches","TX","Triangle"
"San Jose","CA","Other"
"Kingman","AZ","Oval"
"Kingman","AZ","Changing"
"Crestwood","KY","Fireball"
"Post Falls","ID","Light"
"Gresham","OR","Other"
"Winter","WI","Rectangle"
"Kingman","AZ","Light"
"Canfield","OH","Fireball"
"Graham","WA","Fireball"
"Mathews","LA","Light"
"St. Louis","MO","Formation"
"Atlantic City","NJ","Flash"
"Hampton","NH","Sphere"
"Hillsville","VA","Circle"
"Jacksonville","FL","Chevron"
"Ewa Beach","HI","Light"
"Federal Way","WA","Formation"
"Salem","OR","Sphere"
"Lewis Center","OH","Light"
"Pawtucket","RI","Cylinder"
"Sheridan","CO","Circle"
"Warrington","PA","Fireball"
"Simpsonville","SC","Fireball"
"Washington","PA","Light"
"Sicklerville","NJ","Sphere"
"New Rochelle","NY","Fireball"
"Brewster","MA","Fireball"
"Carlton","NY","Formation"
"Chandler","AZ","Flash"
"Exeter","NH","Light"
"Old Bridge","NJ","Light"
"Olympia","WA","Cone"
"Hickory","NC","Triangle"
"Hickory","NC","Formation"
"Hickory","NC","Light"
"East Troy","WI","Triangle"
"Huntington","IN","Light"
"Littleton","CO","Circle"
"Dayton","OH","Fireball"
"Riverhead","NY","Fireball"
"Baytown","TX","Other"
"Columbus","OH","Light"
"Dayton","OH","Fireball"
"Leland","MI","Flash"
"Fairhaven","MA","Teardrop"
"Berkley","MI","Egg"
"Drexel","OH","Diamond"
"Leesburg","VA","Circle"
"Gurley","AL","Circle"
"Harvest","AL","Fireball"
"Knappa","OR","Circle"
"Auburn","KY","Circle"
"Lisbon Falls","ME","Oval"
"Lake George","NY","Circle"
"Elkton","MD","Sphere"
"Clovis","CA","Light"
"Pekin","IL","Light"
"West Jordan","UT","Light"
"Portland","OR","Formation"
"Boulder","CO","Sphere"
"Palmyra","ME","Other"
"Santa Barbara","CA","Light"
"Missoula","MT","Light"
"Post Falls","ID","Fireball"
"Glenshaw","PA","Disk"
"Pittsburgh","PA","Sphere"
"North Haven","CT","Disk"
"Victory Lakes","NJ","Oval"
"Richmond","VA","Oval"
"Richmond","VA","Egg"
"Ketchikan","AK","Rectangle"
"Maricopa","AZ","Other"
"Glennallen","AK","Rectangle"
"Rome","NY","Cigar"
"Posen","MI","Fireball"
"Carbondale","CO","Other"
"Jerseyville","IL","Light"
"Wilmington","NY","Triangle"
"Richmond","KY","Other"
"Santee","CA","Light"
"Santa Cruz","CA","Diamond"
"Newton","KS","Formation"
"East Machias","ME","Light"
"Grand Junction (West Of)","CO","Light"
"Spokane","WA","Triangle"
"Meridian","ID","Light"
"Jacksonville","FL","Changing"
"Northfield","MN","Egg"
"Tomah","WI","Other"
"Wayne","NJ","Sphere"
"Phoenix","AZ","Circle"
"Lake Havasu City","AZ","Cone"
"Bellingham","WA","Triangle"
"Fontana","CA","Circle"
"Concord (Se)","NH","Light"
"Maple Falls","WA","Formation"
"Schaumburg","IL","Light"
"Poway","CA","Diamond"
"Chicago","IL","Other"
"New York City","NY","Light"
"Chicago","IL","Diamond"
"Chicago","IL","Sphere"
"Costa Mesa","CA","Light"
"Everett","WA","Formation"
"San Dimas","CA","Cylinder"
"Costa Mesa","CA","Light"
"Chino","CA","Cigar"
"Bloomington","IL","Light"
"St. Simons Island","GA","Circle"
"Charlotte","NC","Sphere"
"Mentor","OH","Cylinder"
"Ashland","OR","Oval"
"Huntington","IN","Light"
"Kalispell","MT","Light"
"Cincinnati","OH","Circle"
"Lawrence","KS","Chevron"
"Gladstone","MI","Triangle"
"Truckee","CA","Egg"
"Murfreesboro","TN","Cylinder"
"Sparks","NV","Disk"
"Eugene","OR","Chevron"
"Reno","NV","Formation"
"Sparks","NV","Other"
"Fayetteville","AR","Teardrop"
"Corfu","NY","Light"
"Wilmington","CA","Circle"
"Seattle","WA","Circle"
"Newton","MS","Other"
"Alice","TX","Cylinder"
"San Rafael (North Bay)","CA","Rectangle"
"Atwell","NY","Cigar"
"Espanola","NM","Circle"
"Chicago","IL","Cigar"
"Chicago","IL","Fireball"
"Dufur","OR","Flash"
"Omaha","NE","Light"
"Lincolnville","ME","Light"
"Corpus Christi","TX","Disk"
"Warren","MI","Fireball"
"Snohomish","WA","Circle"
"Louisville","KY","Fireball"
"Waterloo","IA","Cigar"
"Waterloo","IA","Cigar"
"Reseda","CA","Rectangle"
"Altoona","PA","Light"
"Delray Beach","FL","Disk"
"Longview","TX","Triangle"
"Las Vegas","NV","Other"
"Los Angeles","CA","Fireball"
"Denver","CO","Circle"
"Oak Island","NC","Other"
"Ozark","MO","Light"
"Culver City","CA","Chevron"
"Hollywood","FL","Other"
"Millersburg","MO","Triangle"
"Bedford","VA","Triangle"
"Louisville","CO","Other"
"Hanover","PA","Circle"
"Tucson","AZ","Disk"
"Sangerville","ME","Circle"
"Spokane","WA","Diamond"
"Columbus","OH","Light"
"Hobbs","NM","Teardrop"
"Phoenix","AZ","Triangle"
"Portland","OR","Triangle"
"Augusta","GA","Rectangle"
"Indian Springs","NV","Cylinder"
"Hawthorne","CA","Other"
"Glendora","CA","Disk"
"Yelm","WA","Triangle"
"Santa Cruz","CA","Light"
"Valrico","FL","Cigar"
"Santa Rosa Beach","FL","Light"
"Roswell","NM","Light"
"Kenna","NM","Formation"
"Saginaw","MI","Fireball"
"Clovis","CA","Circle"
"Allegany (Near)","NY","Disk"
"Portland","OR","Triangle"
"Walters","OK","Other"
"Perris","CA","Fireball"
"Broken Arrow","OK","Light"
"Cape May","NJ","Disk"
"San Jose","CA","Light"
"San Jose","CA","Other"
"Bellingham","WA","Light"
"Key Largo","FL","Other"
"White Swan","WA","Light"
"San Antonio","TX","Sphere"
"Miami Beach","FL","Light"
"Hialeah","FL","Fireball"
"Sugar Land","TX","Rectangle"
"South Lyon","MI","Oval"
"Cheyenne","WY","Circle"
"Pueblo","CO","Triangle"
"Sandwich","IL","Fireball"
"Luxemburg","WI","Triangle"
"Merrillville","IN","Fireball"
"Oaks","PA","Triangle"
"Long Beach","CA","Light"
"Winter","WI","Fireball"
"Cambridge","ID","Triangle"
"Wilson","NC","Other"
"Phoenix","AZ","Other"
"Des Moines","IA","Light"
"Decorah","IA","Triangle"
"Pensacola","FL","Light"
"Newark","DE","Circle"
"Alabaster","AL","Cigar"
"Barstow (Toward; South On Hwy 40)","CA","Sphere"
"Fort Smith","AR","Sphere"
"Seattle","WA","Circle"
"Ephraim","WI","Fireball"
"Hastings","MN","Light"
"Houston","TX","Fireball"
"Ashby","MN","Light"
"Rochester","MN","Light"
"Minneapolis","MN","Fireball"
"Daytona Beach","FL","Circle"
"Farmerville","LA","Light"
"Export","PA","Light"
"Dayton","OH","Sphere"
"Oak Island","NC","Circle"
"Stafford","VA","Oval"
"Dike","IA","Light"
"Grove City","MN","Oval"
"Lakeville","MN","Cigar"
"Captiva","FL","Fireball"
"Philomath","OR","Light"
"Gering","NE","Other"
"Marstons Mills","MA","Circle"
"Valdosta","GA","Circle"
"Shoreline","WA","Oval"
"Turlock","CA","Light"
"Farmerville","LA","Flash"
"Bismarck","ND","Light"
"Newtown Square","PA","Circle"
"San Antonio (Ranch Outside Of)","TX","Egg"
"Santa Rosa","CA","Disk"
"Denver","CO","Triangle"
"Hutchinson","KS","Triangle"
"Reno","NV","Formation"
"Wichita","KS","Light"
"Aguila","AZ","Triangle"
"Albany","OR","Cone"
"Orem","UT","Triangle"
"Grayling","MI","Disk"
"Tooele","UT","Light"
"Newport Beach","CA","Diamond"
"Manhattan Beach","CA","Other"
"Las Vegas","NV","Formation"
"Portland","OR","Other"
"Portland","OR","Light"
"Fresno","CA","Light"
"Florence","OR","Light"
"Albert Lea","MN","Light"
"Burbank","CA","Fireball"
"Los Angeles","CA","Light"
"Lincoln","WA","Circle"
"Portland","OR","Chevron"
"Portland","OR","Sphere"
"Molalla","OR","Chevron"
"Skowhegan","ME","Teardrop"
"Houston","TX","Circle"
"Baltimore","MD","Triangle"
"Garfield","NJ","Light"
"Ahwahnee","CA","Light"
"Brandywine","MD","Light"
"Riverside","CA","Changing"
"Watersmeet","MI","Light"
"Tucson (Nearest Town)","AZ","Light"
"Duxbury","MA","Sphere"
"Waldorf","MD","Light"
"Littleton","CO","Cylinder"
"San Diego","CA","Other"
"Greeley","CO","Cylinder"
"Yakima","WA","Other"
"Wabash","IN","Light"
"Wrightsville Beach","NC","Rectangle"
"Weston","CO","Light"
"Palm Springs","CA","Other"
"Marion","MA","Changing"
"Norfolk","VA","Cigar"
"Huntsville","AL","Light"
"Tualatin","OR","Light"
"Hendersonville","NC","Light"
"Dickinson","TX","Cigar"
"Los Angeles (Sw Of)","CA","Light"
"Spring Valley","CA","Cigar"
"Newport Beach (Off Shore)","CA","Sphere"
"Wheaton","IL","Sphere"
"Portland","OR","Circle"
"Coalinga","CA","Triangle"
"Loveland","CO","Light"
"Marysville","CA","Oval"
"Strongsville","OH","Cylinder"
"Millington","TN","Circle"
"Trout Lake","WA","Formation"
"Canton","MI","Egg"
"Tapiola","MI","Rectangle"
"Missoula","MT","Disk"
"Scottsdale","AZ","Light"
"Binghamton","NY","Other"
"Phoenix","AZ","Formation"
"Yuma","AZ","Light"
"Lake Forest","CA","Disk"
"Woodbury","MN","Light"
"Yardville","NJ","Circle"
"Sonora","CA","Light"
"Allen","TX","Cigar"
"Texarkana","AR","Other"
"Portland","OR","Disk"
"Irvine","CA","Light"
"Hartwell","GA","Light"
"Clovis","CA","Light"
"Pico Rivera","CA","Light"
"West Jordan","UT","Disk"
"Jupiter","FL","Circle"
"San Clemente","CA","Other"
"Bristol","CT","Sphere"
"Santa Rosa","CA","Light"
"Bulverde","TX","Light"
"Clarksdale","MS","Light"
"Rochester Hills","MI","Triangle"
"Cheyenne","WY","Other"
"Colorado Springs","CO","Flash"
"Sioux Falls","SD","Fireball"
"Peabody","MA","Disk"
"Anchorage","AK","Circle"
"South Cairo","NY","Triangle"
"Clermont","FL","Cigar"
"Chillicothe","IL","Light"
"Oxford","CT","Cigar"
"Sharon","MA","Triangle"
"Keene","NH","Light"
"Sturgeon Bay","WI","Light"
"Southport","NC","Fireball"
"Steelville","MO","Circle"
"Pendleton","IN","Triangle"
"Tucson","AZ","Light"
"Canyon Lake","CA","Triangle"
"Lehigh Acres","FL","Light"
"Fayetteville","NC","Disk"
"Long Beach","CA","Cone"
"Campbell","CA","Fireball"
"Moline","IL","Fireball"
"Halliday","ND","Fireball"
"Oakdale","NY","Fireball"
"Seaside","OR","Fireball"
"Belleville","MI","Light"
"Bloomington","MN","Light"
"Fargo","ND","Light"
"Masaryktown","FL","Fireball"
"Orwell","OH","Light"
"Tampa","FL","Fireball"
"Naples","FL","Circle"
"Hyannis","MA","Fireball"
"Lewistown","PA","Light"
"New York City (Brooklyn)","NY","Light"
"Nordland","WA","Light"
"Moscow","ID","Light"
"Hagerstown","MD","Triangle"
"Erie","PA","Light"
"Philadelphia","PA","Rectangle"
"Galveston","TX","Oval"
"Rancho Bernardo","CA","Light"
"Grove City","PA","Light"
"Thousand Oaks","CA","Light"
"Fishkill","NY","Light"
"Gallatin","TN","Triangle"
"Miami","FL","Oval"
"Milan","OH","Circle"
"Boonville","IN","Sphere"
"Crete","IL","Circle"
"Revere","MA","Light"
"Seattle","WA","Fireball"
"Springfield","VT","Circle"
"Newark","OH","Sphere"
"Ripley","OH","Light"
"Van Voorhis","PA","Light"
"Exeter","PA","Other"
"Los Banos","CA","Fireball"
"North Bergen","NJ","Sphere"
"Pennsboro","WV","Light"
"Yacolt","WA","Oval"
"Yakima","WA","Formation"
"Pawleys Island","SC","Light"
"Bloomfield","IA","Fireball"
"Carson","WA","Sphere"
"Commerce","TX","Sphere"
"Monroeville","PA","Light"
"Los Angeles","CA","Sphere"
"West Palm Beach","FL","Circle"
"Waxhaw","NC","Cylinder"
"Hartford","NY","Light"
"Lawndale","CA","Egg"
"Wanamingo","MN","Light"
"Clarkston","WA","Light"
"Captiva","FL","Flash"
"Augusta","ME","Oval"
"Attleboro","MA","Oval"
"Lehi","UT","Light"
"Toledo","OH","Light"
"Beaver","OH","Fireball"
"Verona","KY","Circle"
"Rancho Cucamonga","CA","Rectangle"
"Lewiston","ME","Circle"
"Allentown","PA","Fireball"
"Hartwell","GA","Other"
"Coeur D&#39Alene","ID","Light"
"Fayetteville","NC","Triangle"
"Vallejo","CA","Light"
"Indianapolis","IN","Light"
"South Yarmouth","MA","Light"
"Morganfield","KY","Circle"
"Walla Walla","WA","Light"
"Tomahawk","WI","Oval"
"Pecos","NM","Disk"
"Tillamook","OR","Rectangle"
"Caribou","ME","Egg"
"Basking Ridge (Near)","NJ","Chevron"
"Romeo","MI","Light"
"Port Richey","FL","Egg"
"New York City (Staten Island)","NY","Oval"
"Ypsilanti","MI","Formation"
"Memphis","TN","Disk"
"West Manchester","OH","Oval"
"New York City","NY","Other"
"Casa Grande","AZ","Triangle"
"Dickson City","PA","Chevron"
"Lenoir City","TN","Other"
"Santa Nella (Along I-5)","CA","Disk"
"Westminster","CA","Diamond"
"New York City (Manhattan)","NY","Triangle"
"Pampa","TX","Light"
"Payson (Near Roosevelt Lake)","AZ","Disk"
"Prescott Valley","AZ","Light"
"Molalla","OR","Disk"
"Katy","TX","Oval"
"Malone","NY","Circle"
"Mooresville","NC","Disk"
"Mammoth Lakes","CA","Disk"
"Apple Valley","CA","Sphere"
"Evanston","IL","Triangle"
"Evanston","IL","Triangle"
"Muskegon","MI","Triangle"
"Nampa","ID","Disk"
"Arlington","WA","Other"
"Humble","TX","Changing"
"Arlington","VA","Light"
"Petaluma","CA","Light"
"Prospect Valley","CO","Light"
"Tukwila","WA","Light"
"Luray","VA","Other"
"Vancouver","WA","Disk"
"Chicago (&#39Burbs)","IL","Other"
"Wilmington","CA","Diamond"
"Fairbanks","AK","Circle"
"Newberry","MI","Light"
"Maine (Northern Part)","ME","Sphere"
"Johnson City","TN","Flash"
"Valentine","TX","Circle"
"Phoenix","AZ","Oval"
"El Cajon","CA","Triangle"
"Fort Worth","TX","Sphere"
"Hopkinton","MA","Light"
"New York City (Brooklyn)","NY","Disk"
"West Hampton","NY","Light"
"Ridgeland","MS","Circle"
"Loveland","CO","Flash"
"Brooklyn Center","MN","Light"
"New Freedom","PA","Light"
"Medicine Bow","WY","Light"
"Elmsford","NY","Triangle"
"Ridgewood (New York City&#44 Queens)","NY","Other"
"Wynne","AR","Light"
"Downingtown","PA","Light"
"Pineville","KY","Changing"
"Brandt","OH","Other"
"Rohnert Park","CA","Formation"
"Las Vegas","NV","Oval"
"Erie","PA","Fireball"
"San Diego","CA","Light"
"Arivaca","AZ","Light"
"Edmond","OK","Disk"
"Martinsburg","WV","Cigar"
"Tooele","UT","Fireball"
"Cranford","NJ","Triangle"
"Paso Robles","CA","Cigar"
"Ingleside","TX","Disk"
"Denton","TX","Disk"
"Lake Wales","FL","Triangle"
"Chula Vista","CA","Oval"
"Allen","TX","Teardrop"
"Dublin","CA","Circle"
"Choctaw County (Southeastern Ok)","OK","Light"
"Beach Park","IL","Cigar"
"Waverly","NY","Light"
"Hazen","ND","Cylinder"
"Independence","KY","Circle"
"Westminster","CO","Light"
"Roanoke","VA","Fireball"
"Owings Mills","MD","Triangle"
"Troy","MO","Fireball"
"Detroit","MI","Fireball"
"Sacramento","CA","Cigar"
"Albuquerque","NM","Rectangle"
"Euclid","OH","Fireball"
"Tooele","UT","Other"
"Corinth","KY","Light"
"Glen Echo","MD","Sphere"
"Surprise","AZ","Light"
"Peebles","OH","Circle"
"Yuma","AZ","Light"
"Cooperstown","NY","Fireball"
"South Cairo","NY","Light"
"Miami","FL","Triangle"
"Rehoboth Beach","DE","Light"
"Waterboro","ME","Light"
"Yakima","WA","Triangle"
"Moses Lake","WA","Sphere"
"Ocala","FL","Circle"
"Winslow","ME","Light"
"Kingman","AZ","Other"
"Joppa","MD","Light"
"Minneapolis","MN","Circle"
"Big Sur","CA","Formation"
"Park Ridge","IL","Circle"
"Payson","UT","Light"
"El Cajon","CA","Formation"
"Lubbock","TX","Other"
"Linwood","NJ","Light"
"Denver","CO","Light"
"Patterson","CA","Triangle"
"Ogden","UT","Changing"
"Ocean Shores","WA","Light"
"Wells","ME","Fireball"
"Seattle","WA","Rectangle"
"New Britain","CT","Light"
"Guyton","GA","Light"
"Eastport","ME","Light"
"West Barnstable","MA","Light"
"Boca Raton","FL","Teardrop"
"Concord","NH","Other"
"New Britain","CT","Circle"
"North Myrtle Beach","SC","Light"
"Sebring","FL","Fireball"
"Goleta","CA","Disk"
"Winthrop","ME","Light"
"Buxton","NC","Light"
"Surprise","AZ","Triangle"
"Ulster Heights","NY","Circle"
"Weston","WV","Light"
"Augusta","ME","Circle"
"Johnson City","TN","Cigar"
"Pacific City","OR","Light"
"Lenexa","KS","Fireball"
"Chino","CA","Circle"
"Orlando","FL","Chevron"
"Meridian","ID","Other"
"Hatteras","NC","Light"
"Lapeer","MI","Disk"
"Myrtle Beach","SC","Sphere"
"Troy","MI","Circle"
"Finley","WA","Other"
"Sheridan","WY","Light"
"Burbank","WA","Sphere"
"Moundsville","WV","Triangle"
"Brownfield","TX","Triangle"
"Iowa City","IA","Changing"
"North Myrtle Beach","SC","Fireball"
"Myrtle Creek","OR","Fireball"
"Fairborn","OH","Fireball"
"Old Orchard Beach","ME","Cross"
"Red Wing","MN","Light"
